sample_number,x1,y1,x2,y2,MFC6,MFC7,MFC8,MFC9,MFC10,MFC1,MFC2,MFC3,MFC4,MFC5,total flow rate,Comments,mfc10_residual,Day,number of leakage,quality
1396,,,,,,,,,,,,,,,0,repeat,,,1,
1397,5430,1850,12430,3350,,,,,,,,,,,0,,,,2,
1398,12430,3350,,,,,,,,,,,,,0,,,,1,
1399,12430,3350,3180,4850,,,,,,,,,,,0,,,,2,
1400,,,,,,,,,,,,,,,0,repeat,,,1,
1401,3180,4850,180,4350,,,,,,,,,,,0,,,,2,
1402,180,4350,,,,,,,,,,,,,0,,,,1,
1403,180,4350,9180,350,,,,,,,,,,,0,,,,2,
1404,,,,,,,,,,,,,,,0,repeat,,,1,
1405,9180,350,10680,2600,,,,,,,,,,,0,,,,2,
1406,10680,2600,,,,,,,,,,,,,0,,,,1,
1407,10680,2600,15680,100,,,,,,,,,,,0,,,,2,
1408,15680,100,,,,,,,,,,,,,0,,,,1,
1409,15680,100,7180,600,,,,,,,,,,,0,,,,2,
1410,,,,,,,,,,,,,,,0,repeat,,,1,
1411,7180,600,3430,350,,,,,,,,,,,0,,,,2,
1412,3430,350,,,,,,,,,,,,,0,,,,1,
1413,3430,350,11930,4850,,,,,,,,,,,0,,,,2,
1414,,,,,,,,,,,,,,,0,repeat,,,1,
1415,11930,4850,9180,4350,,,,,,,,,,,0,,,,2,
1416,9180,4350,,,,,,,,,,,,,0,,,,1,
1417,9180,4350,13430,1850,,,,,,,,,,,0,,,,2,
1418,13430,1850,,,,,,,,,,,,,0,,,,1,
1419,13430,1850,2430,1600,,,,,,,,,,,0,,,,2,
1420,2430,1600,,,,,,,,,,,,,0,,,,1,
1421,2430,1600,4680,3850,,,,,,,,,,,0,,,,2,
1422,4680,3850,,,,,,,,,,,,,0,,,,1,
1423,4680,3850,4680,2600,,,,,,,,,,,0,,,,2,
1424,4680,2600,,,,,,,,,,,,,0,,,,1,
1425,4680,2600,7430,600,,,,,,,,,,,0,,,,2,
1426,7430,600,,,,,,,,,,,,,0,,,,1,
1427,7430,600,8930,4350,,,,,,,,,,,0,,,,2,
1428,,,,,,,,,,,,,,,0,repeat,,,1,
1429,8930,4350,4180,4850,,,,,,,,,,,0,,,,2,
1430,,,,,,,,,,,,,,,0,repeat,,,1,
1431,4180,4850,8930,3100,,,,,,,,,,,0,,,,2,
1432,,,,,,,,,,,,,,,0,repeat,,,1,
1433,8930,3100,14180,3350,,,,,,,,,,,0,,,,2,
1434,,,,,,,,,,,,,,,0,repeat,,,1,
1435,14180,3350,5180,600,,,,,,,,,,,0,,,,2,
1436,,,,,,,,,,,,,,,0,repeat,,,1,
1437,5180,600,4430,850,,,,,,,,,,,0,,,,2,
1438,4430,850,,,,,,,,,,,,,0,,,,1,
1439,4430,850,9680,3100,,,,,,,,,,,0,,,,2,
1440,,,,,,,,,,,,,,,0,repeat,,,1,
1441,9680,3100,2680,2600,,,,,,,,,,,0,,,,2,
1442,2680,2600,,,,,,,,,,,,,0,,,,1,
1443,2680,2600,10680,1350,,,,,,,,,,,0,,,,2,
1444,10680,1350,,,,,,,,,,,,,0,,,,1,
1445,10680,1350,11930,2100,,,,,,,,,,,0,,,,2,
1446,11930,2100,,,,,,,,,,,,,0,,,,1,
1447,11930,2100,12930,1100,,,,,,,,,,,0,,,,2,
1448,12930,1100,,,,,,,,,,,,,0,,,,1,
1449,12930,1100,8930,1350,,,,,,,,,,,0,,,,2,
1450,8930,1350,,,,,,,,,,,,,0,,,,1,
1451,8930,1350,6180,1850,,,,,,,,,,,0,,,,2,
1452,6180,1850,,,,,,,,,,,,,0,,,,1,
1453,6180,1850,3930,3850,,,,,,,,,,,0,,,,2,
1454,,,,,,,,,,,,,,,0,repeat,,,1,
1455,3930,3850,4930,2600,,,,,,,,,,,0,,,,2,
1456,,,,,,,,,,,,,,,0,repeat,,,1,
1457,4930,2600,9930,3350,,,,,,,,,,,0,,,,2,
1458,9930,3350,,,,,,,,,,,,,0,,,,1,
1459,9930,3350,9930,1350,,,,,,,,,,,0,,,,2,
1460,,,,,,,,,,,,,,,0,repeat,,,1,
1461,9930,1350,1930,4600,,,,,,,,,,,0,,,,2,
1462,1930,4600,,,,,,,,,,,,,0,,,,1,
1463,1930,4600,11180,100,,,,,,,,,,,0,,,,2,
1464,11180,100,,,,,,,,,,,,,0,,,,1,
1465,11180,100,13180,1850,,,,,,,,,,,0,,,,2,
1466,,,,,,,,,,,,,,,0,repeat,,,1,
1467,13180,1850,15680,2100,,,,,,,,,,,0,,,,2,
1468,,,,,,,,,,,,,,,0,repeat,,,1,
1469,15680,2100,13180,3850,,,,,,,,,,,0,,,,2,
1470,13180,3850,,,,,,,,,,,,,0,,,,1,
1471,13180,3850,10680,1100,,,,,,,,,,,0,,,,2,
1472,10680,1100,,,,,,,,,,,,,0,,,,1,
1473,10680,1100,13180,4100,,,,,,,,,,,0,,,,2,
1474,,,,,,,,,,,,,,,0,repeat,,,1,
1475,13180,4100,4180,2100,,,,,,,,,,,0,,,,2,
1476,4180,2100,,,,,,,,,,,,,0,,,,1,
1477,4180,2100,8180,3600,,,,,,,,,,,0,,,,2,
1478,,,,,,,,,,,,,,,0,repeat,,,1,
1479,8180,3600,5930,5100,,,,,,,,,,,0,,,,2,
1480,5930,5100,,,,,,,,,,,,,0,,,,1,
1481,5930,5100,11180,3850,,,,,,,,,,,0,,,,2,
1482,11180,3850,,,,,,,,,,,,,0,,,,1,
1483,11180,3850,13930,4850,,,,,,,,,,,0,,,,2,
1484,13930,4850,,,,,,,,,,,,,0,,,,1,
1485,13930,4850,6930,600,,,,,,,,,,,0,,,,2,
1486,,,,,,,,,,,,,,,0,repeat,,,1,
1487,6930,600,8680,3350,,,,,,,,,,,0,,,,2,
1488,,,,,,,,,,,,,,,0,repeat,,,1,
1489,8680,3350,5930,4350,,,,,,,,,,,0,,,,2,
1490,,,,,,,,,,,,,,,0,repeat,,,1,
1491,5930,4350,12180,3350,,,,,,,,,,,0,,,,2,
1492,,,,,,,,,,,,,,,0,repeat,,,1,
1493,12180,3350,14430,1350,,,,,,,,,,,0,,,,2,
1494,,,,,,,,,,,,,,,0,repeat,,,1,
1495,14430,1350,8430,1850,,,,,,,,,,,0,,,,2,
1496,8430,1850,,,,,,,,,,,,,0,,,,1,
1497,8430,1850,8680,4350,,,,,,,,,,,0,,,,2,
1498,8680,4350,,,,,,,,,,,,,0,,,,1,
1499,8680,4350,430,5100,,,,,,,,,,,0,,,,2,
1500,430,5100,,,,,,,,,,,,,0,,,,1,
1501,430,5100,5430,1100,,,,,,,,,,,0,,,,2,
1502,5430,1100,,,,,,,,,,,,,0,,,,1,
1503,5430,1100,15180,2100,,,,,,,,,,,0,,,,2,
1504,,,,,,,,,,,,,,,0,repeat,,,1,
1505,15180,2100,8430,4600,,,,,,,,,,,0,,,,2,
1506,,,,,,,,,,,,,,,0,repeat,,,1,
1507,8430,4600,12180,850,,,,,,,,,,,0,,,,2,
1508,,,,,,,,,,,,,,,0,repeat,,,1,
1509,12180,850,6430,850,,,,,,,,,,,0,,,,2,
1510,,,,,,,,,,,,,,,0,repeat,,,1,
1511,6430,850,430,1350,,,,,,,,,,,0,,,,2,
1512,430,1350,,,,,,,,,,,,,0,,,,1,
1513,430,1350,1930,850,,,,,,,,,,,0,,,,2,
1514,,,,,,,,,,,,,,,0,repeat,,,1,
1515,1930,850,430,350,,,,,,,,,,,0,,,,2,
1516,,,,,,,,,,,,,,,0,repeat,,,1,
1517,430,350,6430,1850,,,,,,,,,,,0,,,,2,
1518,6430,1850,,,,,,,,,,,,,0,,,,1,
1519,6430,1850,3430,1100,,,,,,,,,,,0,,,,2,
1520,3430,1100,,,,,,,,,,,,,0,,,,1,
1521,3430,1100,12680,3100,,,,,,,,,,,0,,,,2,
1522,12680,3100,,,,,,,,,,,,,0,,,,1,
1523,12680,3100,10930,100,,,,,,,,,,,0,,,,2,
1524,10930,100,,,,,,,,,,,,,0,,,,1,
1525,10930,100,8680,4850,,,,,,,,,,,0,,,,2,
1526,8680,4850,,,,,,,,,,,,,0,,,,1,
1527,8680,4850,9180,3350,,,,,,,,,,,0,,,,2,
1528,9180,3350,,,,,,,,,,,,,0,,,,1,
1529,9180,3350,12180,4100,,,,,,,,,,,0,,,,2,
1530,,,,,,,,,,,,,,,0,repeat,,,1,
1531,12180,4100,14430,2600,,,,,,,,,,,0,,,,2,
1532,14430,2600,,,,,,,,,,,,,0,,,,1,
1533,14430,2600,930,2850,,,,,,,,,,,0,,,,2,
1534,930,2850,,,,,,,,,,,,,0,,,,1,
1535,930,2850,4930,2100,,,,,,,,,,,0,,,,2,
1536,4930,2100,,,,,,,,,,,,,0,,,,1,
1537,4930,2100,180,3600,,,,,,,,,,,0,,,,2,
1538,,,,,,,,,,,,,,,0,repeat,,,1,
1539,180,3600,5180,5100,,,,,,,,,,,0,,,,2,
1540,5180,5100,,,,,,,,,,,,,0,,,,1,
1541,5180,5100,8680,100,,,,,,,,,,,0,,,,2,
1542,,,,,,,,,,,,,,,0,repeat,,,1,
1543,8680,100,1430,2850,,,,,,,,,,,0,,,,2,
1544,1430,2850,,,,,,,,,,,,,0,,,,1,
1545,1430,2850,15430,600,,,,,,,,,,,0,,,,2,
1546,15430,600,,,,,,,,,,,,,0,,,,1,
1547,15430,600,11180,1850,,,,,,,,,,,0,,,,2,
1548,11180,1850,,,,,,,,,,,,,0,,,,1,
1549,11180,1850,12930,2850,,,,,,,,,,,0,,,,2,
1550,12930,2850,,,,,,,,,,,,,0,,,,1,
1551,12930,2850,4180,350,,,,,,,,,,,0,,,,2,
1552,4180,350,,,,,,,,,,,,,0,,,,1,
1553,4180,350,4680,4600,,,,,,,,,,,0,,,,2,
1554,,,,,,,,,,,,,,,0,repeat,,,1,
1555,4680,4600,5430,3600,,,,,,,,,,,0,,,,2,
1556,,,,,,,,,,,,,,,0,repeat,,,1,
1557,5430,3600,11930,3850,,,,,,,,,,,0,,,,2,
1558,,,,,,,,,,,,,,,0,repeat,,,1,
1559,11930,3850,8430,1350,,,,,,,,,,,0,,,,2,
1560,,,,,,,,,,,,,,,0,repeat,,,1,
1561,8430,1350,680,2600,,,,,,,,,,,0,,,,2,
1562,680,2600,,,,,,,,,,,,,0,,,,1,
1563,680,2600,13930,2100,,,,,,,,,,,0,,,,2,
1564,13930,2100,,,,,,,,,,,,,0,,,,1,
1565,13930,2100,3930,4850,,,,,,,,,,,0,,,,2,
1566,3930,4850,,,,,,,,,,,,,0,,,,1,
1567,3930,4850,11180,1850,,,,,,,,,,,0,,,,2,
1568,,,,,,,,,,,,,,,0,repeat,,,1,
1569,11180,1850,8430,850,,,,,,,,,,,0,,,,2,
1570,,,,,,,,,,,,,,,0,repeat,,,1,
1571,8430,850,12430,4100,,,,,,,,,,,0,,,,2,
1572,,,,,,,,,,,,,,,0,repeat,,,1,
1573,12430,4100,14180,4100,,,,,,,,,,,0,,,,2,
1574,,,,,,,,,,,,,,,0,repeat,,,1,
1575,14180,4100,12930,1350,,,,,,,,,,,0,,,,2,
1576,12930,1350,,,,,,,,,,,,,0,,,,1,
1577,12930,1350,4930,2600,,,,,,,,,,,0,,,,2,
1578,,,,,,,,,,,,,,,0,repeat,,,1,
1579,4930,2600,11430,4350,,,,,,,,,,,0,,,,2,
1580,11430,4350,,,,,,,,,,,,,0,,,,1,
1581,11430,4350,15680,100,,,,,,,,,,,0,,,,2,
1582,,,,,,,,,,,,,,,0,repeat,,,1,
1583,15680,100,9680,350,,,,,,,,,,,0,,,,2,
1584,,,,,,,,,,,,,,,0,repeat,,,1,
1585,9680,350,1430,2350,,,,,,,,,,,0,,,,2,
1586,1430,2350,,,,,,,,,,,,,0,,,,1,
1587,1430,2350,15430,3100,,,,,,,,,,,0,,,,2,
1588,,,,,,,,,,,,,,,0,repeat,,,1,
1589,15430,3100,13930,2600,,,,,,,,,,,0,,,,2,
1590,13930,2600,,,,,,,,,,,,,0,,,,1,
1591,13930,2600,14930,4100,,,,,,,,,,,0,,,,2,
1592,14930,4100,,,,,,,,,,,,,0,,,,1,
1593,14930,4100,1180,4350,,,,,,,,,,,0,,,,2,
1594,1180,4350,,,,,,,,,,,,,0,,,,1,
1595,1180,4350,11430,3600,,,,,,,,,,,0,,,,2,
1596,11430,3600,,,,,,,,,,,,,0,,,,1,
1597,11430,3600,7430,4350,,,,,,,,,,,0,,,,2,
1598,,,,,,,,,,,,,,,0,repeat,,,1,
1599,7430,4350,7180,1600,,,,,,,,,,,0,,,,2,
1600,,,,,,,,,,,,,,,0,repeat,,,1,
1601,7180,1600,1430,2600,,,,,,,,,,,0,,,,2,
1602,,,,,,,,,,,,,,,0,repeat,,,1,
1603,1430,2600,9180,1100,,,,,,,,,,,0,,,,2,
1604,,,,,,,,,,,,,,,0,repeat,,,1,
1605,9180,1100,13930,5100,,,,,,,,,,,0,,,,2,
1606,,,,,,,,,,,,,,,0,repeat,,,1,
1607,13930,5100,12680,4600,,,,,,,,,,,0,,,,2,
1608,,,,,,,,,,,,,,,0,repeat,,,1,
1609,12680,4600,10930,2600,,,,,,,,,,,0,,,,2,
1610,10930,2600,,,,,,,,,,,,,0,,,,1,
1611,10930,2600,12930,3600,,,,,,,,,,,0,,,,2,
1612,12930,3600,,,,,,,,,,,,,0,,,,1,
1613,12930,3600,14180,4100,,,,,,,,,,,0,,,,2,
1614,,,,,,,,,,,,,,,0,repeat,,,1,
1615,14180,4100,10180,350,,,,,,,,,,,0,,,,2,
1616,10180,350,,,,,,,,,,,,,0,,,,1,
1617,10180,350,1430,1850,,,,,,,,,,,0,,,,2,
1618,1430,1850,,,,,,,,,,,,,0,,,,1,
1619,1430,1850,13930,3850,,,,,,,,,,,0,,,,2,
1620,,,,,,,,,,,,,,,0,repeat,,,1,
1621,13930,3850,13180,2350,,,,,,,,,,,0,,,,2,
1622,13180,2350,,,,,,,,,,,,,0,,,,1,
1623,13180,2350,5930,100,,,,,,,,,,,0,,,,2,
1624,,,,,,,,,,,,,,,0,repeat,,,1,
1625,5930,100,8680,3600,,,,,,,,,,,0,,,,2,
1626,8680,3600,,,,,,,,,,,,,0,,,,1,
1627,8680,3600,6430,4850,,,,,,,,,,,0,,,,2,
1628,,,,,,,,,,,,,,,0,repeat,,,1,
1629,6430,4850,180,1100,,,,,,,,,,,0,,,,2,
1630,,,,,,,,,,,,,,,0,repeat,,,1,
1631,180,1100,1430,5100,,,,,,,,,,,0,,,,2,
1632,1430,5100,,,,,,,,,,,,,0,,,,1,
1633,1430,5100,1180,4350,,,,,,,,,,,0,,,,2,
1634,,,,,,,,,,,,,,,0,repeat,,,1,
1635,1180,4350,12430,100,,,,,,,,,,,0,,,,2,
1636,,,,,,,,,,,,,,,0,repeat,,,1,
1637,12430,100,2180,4350,,,,,,,,,,,0,,,,2,
1638,2180,4350,,,,,,,,,,,,,0,,,,1,
1639,2180,4350,9180,2350,,,,,,,,,,,0,,,,2,
1640,,,,,,,,,,,,,,,0,repeat,,,1,
1641,9180,2350,11180,2350,,,,,,,,,,,0,,,,2,
1642,,,,,,,,,,,,,,,0,repeat,,,1,
1643,11180,2350,8930,4100,,,,,,,,,,,0,,,,2,
1644,,,,,,,,,,,,,,,0,repeat,,,1,
1645,8930,4100,3680,100,,,,,,,,,,,0,,,,2,
1646,,,,,,,,,,,,,,,0,repeat,,,1,
1647,3680,100,14180,100,,,,,,,,,,,0,,,,2,
1648,,,,,,,,,,,,,,,0,repeat,,,1,
1649,14180,100,8430,2850,,,,,,,,,,,0,,,,2,
1650,,,,,,,,,,,,,,,0,repeat,,,1,
1651,8430,2850,11680,4600,,,,,,,,,,,0,,,,2,
1652,11680,4600,,,,,,,,,,,,,0,,,,1,
1653,11680,4600,2180,3100,,,,,,,,,,,0,,,,2,
1654,2180,3100,,,,,,,,,,,,,0,,,,1,
1655,2180,3100,14180,1350,,,,,,,,,,,0,,,,2,
1656,14180,1350,,,,,,,,,,,,,0,,,,1,
1657,14180,1350,4430,600,,,,,,,,,,,0,,,,2,
1658,4430,600,,,,,,,,,,,,,0,,,,1,
1659,4430,600,930,3850,,,,,,,,,,,0,,,,2,
1660,,,,,,,,,,,,,,,0,repeat,,,1,
1661,930,3850,12680,4100,,,,,,,,,,,0,,,,2,
1662,12680,4100,,,,,,,,,,,,,0,,,,1,
1663,12680,4100,14180,1350,,,,,,,,,,,0,,,,2,
1664,,,,,,,,,,,,,,,0,repeat,,,1,
1665,14180,1350,1930,4600,,,,,,,,,,,0,,,,2,
1666,,,,,,,,,,,,,,,0,repeat,,,1,
1667,1930,4600,6680,4350,,,,,,,,,,,0,,,,2,
1668,6680,4350,,,,,,,,,,,,,0,,,,1,
1669,6680,4350,11430,1100,,,,,,,,,,,0,,,,2,
1670,11430,1100,,,,,,,,,,,,,0,,,,1,
1671,11430,1100,11930,4850,,,,,,,,,,,0,,,,2,
1672,,,,,,,,,,,,,,,0,repeat,,,1,
1673,11930,4850,3680,4850,,,,,,,,,,,0,,,,2,
1674,,,,,,,,,,,,,,,0,repeat,,,1,
1675,3680,4850,14430,4600,,,,,,,,,,,0,,,,2,
1676,14430,4600,,,,,,,,,,,,,0,,,,1,
1677,14430,4600,6930,100,,,,,,,,,,,0,,,,2,
1678,6930,100,,,,,,,,,,,,,0,,,,1,
1679,6930,100,9680,1100,,,,,,,,,,,0,,,,2,
1680,9680,1100,,,,,,,,,,,,,0,,,,1,
1681,9680,1100,15930,5100,,,,,,,,,,,0,,,,2,
1682,,,,,,,,,,,,,,,0,repeat,,,1,
1683,15930,5100,930,3100,,,,,,,,,,,0,,,,2,
1684,,,,,,,,,,,,,,,0,repeat,,,1,
1685,930,3100,3430,4600,,,,,,,,,,,0,,,,2,
1686,,,,,,,,,,,,,,,0,repeat,,,1,
1687,3430,4600,12430,4850,,,,,,,,,,,0,,,,2,
1688,12430,4850,,,,,,,,,,,,,0,,,,1,
1689,12430,4850,4680,350,,,,,,,,,,,0,,,,2,
1690,,,,,,,,,,,,,,,0,repeat,,,1,
1691,4680,350,11930,3100,,,,,,,,,,,0,,,,2,
1692,,,,,,,,,,,,,,,0,repeat,,,1,
1693,11930,3100,8680,1850,,,,,,,,,,,0,,,,2,
1694,8680,1850,,,,,,,,,,,,,0,,,,1,
1695,8680,1850,7680,1850,,,,,,,,,,,0,,,,2,
1696,7680,1850,,,,,,,,,,,,,0,,,,1,
1697,7680,1850,4180,3350,,,,,,,,,,,0,,,,2,
1698,4180,3350,,,,,,,,,,,,,0,,,,1,
1699,4180,3350,6180,350,,,,,,,,,,,0,,,,2,
1700,6180,350,,,,,,,,,,,,,0,,,,1,
1701,6180,350,11430,4100,,,,,,,,,,,0,,,,2,
1702,,,,,,,,,,,,,,,0,repeat,,,1,
1703,11430,4100,12680,1350,,,,,,,,,,,0,,,,2,
1704,12680,1350,,,,,,,,,,,,,0,,,,1,
1705,12680,1350,3180,4100,,,,,,,,,,,0,,,,2,
1706,3180,4100,,,,,,,,,,,,,0,,,,1,
1707,3180,4100,12180,1100,,,,,,,,,,,0,,,,2,
1708,,,,,,,,,,,,,,,0,repeat,,,1,
1709,12180,1100,11680,4850,,,,,,,,,,,0,,,,2,
1710,,,,,,,,,,,,,,,0,repeat,,,1,
1711,11680,4850,3680,2100,,,,,,,,,,,0,,,,2,
1712,3680,2100,,,,,,,,,,,,,0,,,,1,
1713,3680,2100,2680,4350,,,,,,,,,,,0,,,,2,
1714,,,,,,,,,,,,,,,0,repeat,,,1,
1715,2680,4350,9680,3600,,,,,,,,,,,0,,,,2,
1716,9680,3600,,,,,,,,,,,,,0,,,,1,
1717,9680,3600,1180,3350,,,,,,,,,,,0,,,,2,
1718,1180,3350,,,,,,,,,,,,,0,,,,1,
1719,1180,3350,7430,3850,,,,,,,,,,,0,,,,2,
1720,7430,3850,,,,,,,,,,,,,0,,,,1,
1721,7430,3850,10680,3600,,,,,,,,,,,0,,,,2,
1722,10680,3600,,,,,,,,,,,,,0,,,,1,
1723,10680,3600,7930,2850,,,,,,,,,,,0,,,,2,
1724,7930,2850,,,,,,,,,,,,,0,,,,1,
1725,7930,2850,10930,3600,,,,,,,,,,,0,,,,2,
1726,10930,3600,,,,,,,,,,,,,0,,,,1,
1727,10930,3600,13930,5100,,,,,,,,,,,0,,,,2,
1728,,,,,,,,,,,,,,,0,repeat,,,1,
1729,13930,5100,6430,600,,,,,,,,,,,0,,,,2,
1730,6430,600,,,,,,,,,,,,,0,,,,1,
1731,6430,600,7930,100,,,,,,,,,,,0,,,,2,
1732,,,,,,,,,,,,,,,0,repeat,,,1,
1733,7930,100,1680,3600,,,,,,,,,,,0,,,,2,
1734,1680,3600,,,,,,,,,,,,,0,,,,1,
1735,1680,3600,5680,4600,,,,,,,,,,,0,,,,2,
1736,5680,4600,,,,,,,,,,,,,0,,,,1,
1737,5680,4600,14930,3600,,,,,,,,,,,0,,,,2,
1738,14930,3600,,,,,,,,,,,,,0,,,,1,
1739,14930,3600,3180,3350,,,,,,,,,,,0,,,,2,
1740,3180,3350,,,,,,,,,,,,,0,,,,1,
1741,3180,3350,4930,1350,,,,,,,,,,,0,,,,2,
1742,4930,1350,,,,,,,,,,,,,0,,,,1,
1743,4930,1350,10180,4850,,,,,,,,,,,0,,,,2,
1744,10180,4850,,,,,,,,,,,,,0,,,,1,
1745,10180,4850,14430,2100,,,,,,,,,,,0,,,,2,
1746,14430,2100,,,,,,,,,,,,,0,,,,1,
1747,14430,2100,7430,3850,,,,,,,,,,,0,,,,2,
1748,,,,,,,,,,,,,,,0,repeat,,,1,
1749,7430,3850,10680,5100,,,,,,,,,,,0,,,,2,
1750,,,,,,,,,,,,,,,0,repeat,,,1,
1751,10680,5100,5180,2600,,,,,,,,,,,0,,,,2,
1752,,,,,,,,,,,,,,,0,repeat,,,1,
1753,5180,2600,180,4350,,,,,,,,,,,0,,,,2,
1754,,,,,,,,,,,,,,,0,repeat,,,1,
1755,180,4350,9680,1850,,,,,,,,,,,0,,,,2,
1756,9680,1850,,,,,,,,,,,,,0,,,,1,
1757,9680,1850,430,600,,,,,,,,,,,0,,,,2,
1758,430,600,,,,,,,,,,,,,0,,,,1,
1759,430,600,5680,4100,,,,,,,,,,,0,,,,2,
1760,5680,4100,,,,,,,,,,,,,0,,,,1,
1761,5680,4100,14680,3350,,,,,,,,,,,0,,,,2,
1762,,,,,,,,,,,,,,,0,repeat,,,1,
1763,14680,3350,5680,4350,,,,,,,,,,,0,,,,2,
1764,5680,4350,,,,,,,,,,,,,0,,,,1,
1765,5680,4350,15680,1850,,,,,,,,,,,0,,,,2,
1766,15680,1850,,,,,,,,,,,,,0,,,,1,
1767,15680,1850,5430,350,,,,,,,,,,,0,,,,2,
1768,5430,350,,,,,,,,,,,,,0,,,,1,
1769,5430,350,8180,600,,,,,,,,,,,0,,,,2,
1770,8180,600,,,,,,,,,,,,,0,,,,1,
1771,8180,600,1680,4600,,,,,,,,,,,0,,,,2,
1772,1680,4600,,,,,,,,,,,,,0,,,,1,
1773,1680,4600,8930,1600,,,,,,,,,,,0,,,,2,
1774,,,,,,,,,,,,,,,0,repeat,,,1,
1775,8930,1600,5930,1100,,,,,,,,,,,0,,,,2,
1776,5930,1100,,,,,,,,,,,,,0,,,,1,
1777,5930,1100,14680,4850,,,,,,,,,,,0,,,,2,
1778,14680,4850,,,,,,,,,,,,,0,,,,1,
1779,14680,4850,9680,4600,,,,,,,,,,,0,,,,2,
1780,,,,,,,,,,,,,,,0,repeat,,,1,
1781,9680,4600,3930,3600,,,,,,,,,,,0,,,,2,
1782,,,,,,,,,,,,,,,0,repeat,,,1,
1783,3930,3600,6930,4350,,,,,,,,,,,0,,,,2,
1784,6930,4350,,,,,,,,,,,,,0,,,,1,
1785,6930,4350,2430,350,,,,,,,,,,,0,,,,2,
1786,2430,350,,,,,,,,,,,,,0,,,,1,
1787,2430,350,4430,4850,,,,,,,,,,,0,,,,2,
1788,,,,,,,,,,,,,,,0,repeat,,,1,
1789,4430,4850,180,2850,,,,,,,,,,,0,,,,2,
1790,180,2850,,,,,,,,,,,,,0,,,,1,
1791,180,2850,14430,850,,,,,,,,,,,0,,,,2,
1792,,,,,,,,,,,,,,,0,repeat,,,1,
1793,14430,850,5180,1100,,,,,,,,,,,0,,,,2,
1794,5180,1100,,,,,,,,,,,,,0,,,,1,
1795,5180,1100,11930,4850,,,,,,,,,,,0,,,,2,
1796,,,,,,,,,,,,,,,0,repeat,,,1,
1797,11930,4850,5180,1350,,,,,,,,,,,0,,,,2,
1798,5180,1350,,,,,,,,,,,,,0,,,,1,
1799,5180,1350,10430,1100,,,,,,,,,,,0,,,,2,
1800,,,,,,,,,,,,,,,0,repeat,,,1,
1801,10430,1100,4180,4100,,,,,,,,,,,0,,,,2,
1802,4180,4100,,,,,,,,,,,,,0,,,,1,
1803,4180,4100,8180,1350,,,,,,,,,,,0,,,,2,
1804,8180,1350,,,,,,,,,,,,,0,,,,1,
1805,8180,1350,2180,850,,,,,,,,,,,0,,,,2,
1806,2180,850,,,,,,,,,,,,,0,,,,1,
1807,2180,850,2680,2350,,,,,,,,,,,0,,,,2,
1808,,,,,,,,,,,,,,,0,repeat,,,1,
1809,2680,2350,7180,1600,,,,,,,,,,,0,,,,2,
1810,,,,,,,,,,,,,,,0,repeat,,,1,
1811,7180,1600,2930,3100,,,,,,,,,,,0,,,,2,
1812,2930,3100,,,,,,,,,,,,,0,,,,1,
1813,2930,3100,6930,600,,,,,,,,,,,0,,,,2,
1814,,,,,,,,,,,,,,,0,repeat,,,1,
1815,6930,600,1930,4350,,,,,,,,,,,0,,,,2,
1816,,,,,,,,,,,,,,,0,repeat,,,1,
1817,1930,4350,9680,1850,,,,,,,,,,,0,,,,2,
1818,,,,,,,,,,,,,,,0,repeat,,,1,
1819,9680,1850,2430,1350,,,,,,,,,,,0,,,,2,
1820,2430,1350,,,,,,,,,,,,,0,,,,1,
1821,2430,1350,10180,3100,,,,,,,,,,,0,,,,2,
1822,10180,3100,,,,,,,,,,,,,0,,,,1,
1823,10180,3100,14930,350,,,,,,,,,,,0,,,,2,
1824,14930,350,,,,,,,,,,,,,0,,,,1,
1825,14930,350,11430,3600,,,,,,,,,,,0,,,,2,
1826,,,,,,,,,,,,,,,0,repeat,,,1,
1827,11430,3600,1180,3850,,,,,,,,,,,0,,,,2,
1828,1180,3850,,,,,,,,,,,,,0,,,,1,
1829,1180,3850,680,5100,,,,,,,,,,,0,,,,2,
1830,680,5100,,,,,,,,,,,,,0,,,,1,
1831,680,5100,11430,1850,,,,,,,,,,,0,,,,2,
1832,,,,,,,,,,,,,,,0,repeat,,,1,
1833,11430,1850,1430,2100,,,,,,,,,,,0,,,,2,
1834,,,,,,,,,,,,,,,0,repeat,,,1,
1835,1430,2100,3930,1850,,,,,,,,,,,0,,,,2,
1836,,,,,,,,,,,,,,,0,repeat,,,1,
1837,3930,1850,10430,3850,,,,,,,,,,,0,,,,2,
1838,,,,,,,,,,,,,,,0,repeat,,,1,
1839,10430,3850,15680,4850,,,,,,,,,,,0,,,,2,
1840,15680,4850,,,,,,,,,,,,,0,,,,1,
1841,15680,4850,2930,2350,,,,,,,,,,,0,,,,2,
1842,,,,,,,,,,,,,,,0,repeat,,,1,
1843,2930,2350,6680,850,,,,,,,,,,,0,,,,2,
1844,,,,,,,,,,,,,,,0,repeat,,,1,
1845,6680,850,15930,1850,,,,,,,,,,,0,,,,2,
1846,,,,,,,,,,,,,,,0,repeat,,,1,
1847,15930,1850,2180,4600,,,,,,,,,,,0,,,,2,
1848,2180,4600,,,,,,,,,,,,,0,,,,1,
1849,2180,4600,8930,350,,,,,,,,,,,0,,,,2,
1850,8930,350,,,,,,,,,,,,,0,,,,1,
1851,8930,350,12430,4600,,,,,,,,,,,0,,,,2,
